songId,songIdx,title,ratingClass,difficultyLabel,rating,ratingPlus,displayLevel,isPlayableChart,playabilityEvidence,recordRole,chartDesigner,jacketDesigner,jacketOverride,jacketNight,titleOverride,audioOverride,bpm,bpmBase,date,version,bg,bgInverse,chartBodyPath,chartFilePresent
lucifer,5,"{""en"":""Lucifer""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,,,,,,,,,,,,2.aff,False
fairytale,6,"{""en"":""Fairytale""}",0,PST,1,,1,True,rating=1;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Toaster,Khronetic,,,,,,,,,,,0.aff,True
fairytale,6,"{""en"":""Fairytale""}",1,PRS,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Toaster,Khronetic,,,,,,,,,,,1.aff,True
fairytale,6,"{""en"":""Fairytale""}",2,FTR,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Toaster,Khronetic,,,,,,,,,,,2.aff,True
fairytale,6,"{""en"":""Fairytale""}",3,BYD,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,Nitro in Wonderland,Khronetic,True,,,,,,1590537601,3.0,,,3.aff,False
hearditsaid,7,"{""en"":""I've heard it said""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Toaster,,,,,,,,,,,,0.aff,False
hearditsaid,7,"{""en"":""I've heard it said""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Toaster,,,,,,,,,,,,1.aff,False
hearditsaid,7,"{""en"":""I've heard it said""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Toaster,,,,,,,,,,,,2.aff,False
babaroque,8,"{""en"":""Babaroque""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Toaster,,,,,,,,,,,,0.aff,False
babaroque,8,"{""en"":""Babaroque""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Toaster,,,,,,,,,,,,1.aff,False
babaroque,8,"{""en"":""Babaroque""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Toaster,,,,,,,,,,,,2.aff,False
memoryfactory,9,"{""en"":""memoryfactory.lzh""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,Frums,,,,,,,,,,,0.aff,False
memoryfactory,9,"{""en"":""memoryfactory.lzh""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,Frums,,,,,,,,,,,1.aff,False
memoryfactory,9,"{""en"":""memoryfactory.lzh""}",2,FTR,8,True,8+,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,Frums,,,,,,,,,,,2.aff,False
snowwhite,10,"{""en"":""Snow White""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Toaster,,,,,,,,,,,,0.aff,True
snowwhite,10,"{""en"":""Snow White""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Toaster,,,,,,,,,,,,1.aff,True
snowwhite,10,"{""en"":""Snow White""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Toaster,,,,,,,,,,,,2.aff,True
snowwhite,10,"{""en"":""Snow White""}",3,BYD,9,True,9+,True,rating=9;hidden_until=difficulty;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,unlock-gated-slot,én + Nitro,,,,,,,,1745452800,6.4,nijuusei2_light,nijuusei2_conflict,3.aff,False
relentless,11,"{""en"":""Relentless""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,SERXPHIS,,,,,,,,,,,0.aff,False
relentless,11,"{""en"":""Relentless""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,SERXPHIS,,,,,,,,,,,1.aff,False
relentless,11,"{""en"":""Relentless""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,SERXPHIS,,,,,,,,,,,2.aff,False
shadesoflight,12,"{""en"":""Shades of Light in a Transcendent Realm""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Nitro,RiceGnat,,,,,,,,,,,0.aff,True
shadesoflight,12,"{""en"":""Shades of Light in a Transcendent Realm""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Nitro,RiceGnat,,,,,,,,,,,1.aff,True
shadesoflight,12,"{""en"":""Shades of Light in a Transcendent Realm""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Nitro,RiceGnat,,,,,,,,,,,2.aff,True
shadesoflight,12,"{""en"":""Shades of Light in a Transcendent Realm""}",3,BYD,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,N↑TRO,RiceGnat,True,,,,,,1678320000,4.3,,,3.aff,False
vexaria,13,"{""en"":""Vexaria""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Nitro,Koyama Mai,,,,,,,,,,,0.aff,True
vexaria,13,"{""en"":""Vexaria""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Nitro,Koyama Mai,,,,,,,,,,,1.aff,True
vexaria,13,"{""en"":""Vexaria""}",2,FTR,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Nitro,Koyama Mai,,,,,,,,,,,2.aff,True
vexaria,13,"{""en"":""Vexaria""}",3,BYD,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,石樂,Koyama Mai,True,,,,,,1590537600,3.0,,,3.aff,False
essenceoftwilight,14,"{""en"":""Essence of Twilight""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,deel,,,,,,,,,,,0.aff,False
essenceoftwilight,14,"{""en"":""Essence of Twilight""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,deel,,,,,,,,,,,1.aff,False
essenceoftwilight,14,"{""en"":""Essence of Twilight""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,deel,,,,,,,,,,,2.aff,False
qualia,15,"{""en"":""qualia -ideaesthesia-""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,-chartaesthesia-,Khronetic,,,,,,,,,,,0.aff,False
qualia,15,"{""en"":""qualia -ideaesthesia-""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,-chartaesthesia-,Khronetic,,,,,,,,,,,1.aff,False
qualia,15,"{""en"":""qualia -ideaesthesia-""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,-chartaesthesia-,Khronetic,,,,,,,,,,,2.aff,False
qualia,15,"{""en"":""qualia -ideaesthesia-""}",3,BYD,9,True,9+,True,rating=9;hidden_until=difficulty;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,unlock-gated-slot,moonquay -end of chartaesthesia-,khronetic -synesthesia-,True,,,,,,1639008001,3.10,,,3.aff,False
pragmatism,16,"{""en"":""PRAGMATISM""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,東星,シエラ,,,,,,,,,,,0.aff,False
pragmatism,16,"{""en"":""PRAGMATISM""}",1,PRS,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,東星,シエラ,,,,,,,,,,,1.aff,False
pragmatism,16,"{""en"":""PRAGMATISM""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,東星,シエラ,,,,,,,,,,,2.aff,False
pragmatism,16,"{""en"":""PRAGMATISM""}",3,BYD,11,,11,True,rating=11;hidden_until=difficulty;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,unlock-gated-slot,THE LAST DREAM,シエラ,True,,"{""en"":""PRAGMATISM -RESURRECTION-""}",True,,,1639008004,3.10,pragmatism3,,3.aff,False
sheriruth,17,"{""en"":""Sheriruth""}",0,PST,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,夜浪,シエラ,,,,,,,,,,,0.aff,False
sheriruth,17,"{""en"":""Sheriruth""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,夜浪,シエラ,,,,,,,,,,,1.aff,False
sheriruth,17,"{""en"":""Sheriruth""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,夜浪,シエラ,,,,,,,,,,,2.aff,False
lumia,18,"{""en"":""Lumia""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,mins,,,,,,,,,,,0.aff,False
lumia,18,"{""en"":""Lumia""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,mins,,,,,,,,,,,1.aff,False
lumia,18,"{""en"":""Lumia""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Toaster missing Nitro.,mins,,,,,,,,,,,2.aff,False
lumia,18,"{""en"":""Lumia""}",3,BYD,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,Toaster.,mins,True,,,,,,1604880000,3.2,,,3.aff,False
dement,19,"{""en"":""Dement ~after legend~""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Toaster,,,,,,,,,,,,0.aff,True
dement,19,"{""en"":""Dement ~after legend~""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Toaster,,,,,,,,,,,,1.aff,True
dement,19,"{""en"":""Dement ~after legend~""}",2,FTR,7,True,7+,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Toaster,,,,,,,,,,,,2.aff,True
dement,19,"{""en"":""Dement ~after legend~""}",3,BYD,9,True,9+,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,Nitro ~ABYSS~,,True,,,,,,1597968001,3.1,,,3.aff,False
dandelion,20,"{""en"":""Dandelion""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Nitro,,,,,,,,,,,,0.aff,True
dandelion,20,"{""en"":""Dandelion""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Nitro,,,,,,,,,,,,1.aff,True
dandelion,20,"{""en"":""Dandelion""}",2,FTR,8,,8,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Nitro,,,,,,,,,,,,2.aff,True
anokumene,21,"{""en"":""Anökumene"",""ko"":""Anokumene"",""zh-Hant"":""Anokumene"",""zh-Hans"":""Anokumene""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Toaster,Khronetic,,,,,,,,,,,0.aff,False
anokumene,21,"{""en"":""Anökumene"",""ko"":""Anokumene"",""zh-Hant"":""Anokumene"",""zh-Hans"":""Anokumene""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Toaster,Khronetic,,,,,,,,,,,1.aff,False
anokumene,21,"{""en"":""Anökumene"",""ko"":""Anokumene"",""zh-Hant"":""Anokumene"",""zh-Hans"":""Anokumene""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Toaster,Khronetic,,,,,,,,,,,2.aff,False
anokumene,21,"{""en"":""Anökumene"",""ko"":""Anokumene"",""zh-Hant"":""Anokumene"",""zh-Hans"":""Anokumene""}",3,BYD,9,True,9+,True,rating=9;hidden_until=difficulty;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,unlock-gated-slot,Astral Luxance,Khronetic,,,,,,,1745452801,6.4,single2_conflict,single2_light,3.aff,False
infinityheaven,22,"{""en"":""Infinity Heaven""}",0,PST,1,,1,True,rating=1;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Nitro,Tagtraume,,,,,,,,,,,0.aff,True
infinityheaven,22,"{""en"":""Infinity Heaven""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Nitro,Tagtraume,,,,,,,,,,,1.aff,True
infinityheaven,22,"{""en"":""Infinity Heaven""}",2,FTR,7,True,7+,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Nitro,Tagtraume,,,,,,,,,,,2.aff,True
infinityheaven,22,"{""en"":""Infinity Heaven""}",3,BYD,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,Nitr∞,Tagtraume,True,,,,,,1590537602,3.0,,,3.aff,False
partyvinyl,23,"{""en"":""Party Vinyl""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Party Toaster,アサヤ,,,,,,,,,,,0.aff,False
partyvinyl,23,"{""en"":""Party Vinyl""}",1,PRS,7,True,7+,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Party Toaster,アサヤ,,,,,,,,,,,1.aff,False
partyvinyl,23,"{""en"":""Party Vinyl""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Party Toaster,アサヤ,,,,,,,,,,,2.aff,False
partyvinyl,23,"{""en"":""Party Vinyl""}",3,BYD,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=3.aff,normal-slot,Party Exschwasion,アサヤ,True,,,,,,1671667202,4.1,,,3.aff,False
flashback,24,"{""en"":""Flashback""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,yoshimo,,,,,,,,,,,0.aff,False
flashback,24,"{""en"":""Flashback""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,yoshimo,,,,,,,,,,,1.aff,False
flashback,24,"{""en"":""Flashback""}",2,FTR,8,True,8+,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,yoshimo,,,,,,,,,,,2.aff,False
flyburg,25,"{""en"":""Flyburg and Endroll"",""ja"":""フライブルクとエンドロウル""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,N,アリスシャッハと魔法の楽団,,,,,,,,,,,0.aff,False
flyburg,25,"{""en"":""Flyburg and Endroll"",""ja"":""フライブルクとエンドロウル""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,N,アリスシャッハと魔法の楽団,,,,,,,,,,,1.aff,False
flyburg,25,"{""en"":""Flyburg and Endroll"",""ja"":""フライブルクとエンドロウル""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,NーHelix,アリスシャッハと魔法の楽団,,,,,,,,,,,2.aff,False
nirvluce,26,"{""en"":""Nirv lucE""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,東星※紅空,シエラ,,,,,,,,,,,0.aff,False
nirvluce,26,"{""en"":""Nirv lucE""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,東星※紅空,シエラ,,,,,,,,,,,1.aff,False
nirvluce,26,"{""en"":""Nirv lucE""}",2,FTR,10,,10,True,rating=10;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,東星※紅空,シエラ,,,,,,,,,,,2.aff,False
paradise,27,"{""en"":""Paradise""}",0,PST,1,,1,True,rating=1;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,ましろみ のあ,,,,,,,,,,,0.aff,False
paradise,27,"{""en"":""Paradise""}",1,PRS,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,ましろみ のあ,,,,,,,,,,,1.aff,False
paradise,27,"{""en"":""Paradise""}",2,FTR,7,True,7+,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,ましろみ のあ,,,,,,,,,,,2.aff,False
brandnewworld,28,"{""en"":""Brand new world""}",0,PST,2,,2,True,rating=2;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Nitro 2.0,,,,,,,,,,,,0.aff,True
brandnewworld,28,"{""en"":""Brand new world""}",1,PRS,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Nitro 2.0,,,,,,,,,,,,1.aff,True
brandnewworld,28,"{""en"":""Brand new world""}",2,FTR,7,True,7+,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Nitro 2.0,,,,,,,,,,,,2.aff,True
dataerror,29,"{""en"":""DataErr0r""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,ToastErr0r,Photonskyto,,,,,,,,,,,0.aff,False
dataerror,29,"{""en"":""DataErr0r""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,ToastErr0r,Photonskyto,,,,,,,,,,,1.aff,False
dataerror,29,"{""en"":""DataErr0r""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,ToastErr0r,Photonskyto,,,,,,,,,,,2.aff,False
crosssoul,30,"{""en"":""CROSS†SOUL""}",0,PST,4,,4,True,rating=4;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,k//eternal,Khronetic,,,,,,,,,,,0.aff,False
crosssoul,30,"{""en"":""CROSS†SOUL""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,k//eternal,Khronetic,,,,,,,,,,,1.aff,False
crosssoul,30,"{""en"":""CROSS†SOUL""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,k//eternal,Khronetic,,,,,,,,,,,2.aff,False
yourvoiceso,31,"{""en"":""Your voice so... feat. Such""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,DJ Poyoshi,,,,,,,,,,,0.aff,False
yourvoiceso,31,"{""en"":""Your voice so... feat. Such""}",1,PRS,6,,6,True,rating=6;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,DJ Poyoshi,,,,,,,,,,,1.aff,False
yourvoiceso,31,"{""en"":""Your voice so... feat. Such""}",2,FTR,9,,9,True,rating=9;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=2.aff,normal-slot,Nitro,DJ Poyoshi,,,,,,,,,,,2.aff,False
chronostasis,32,"{""en"":""Chronostasis""}",0,PST,3,,3,True,rating=3;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=0.aff,normal-slot,Kurorak,,,,,,,,,,,,0.aff,True
chronostasis,32,"{""en"":""Chronostasis""}",1,PRS,7,,7,True,rating=7;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=1.aff,normal-slot,Kurorak,,,,,,,,,,,,1.aff,True
chronostasis,32,"{""en"":""Chronostasis""}",2,FTR,8,True,8+,True,rating=8;hidden_until=none;chartDesigner=present;chartBodyBundled=true;chartPath=2.aff,normal-slot,Kurorak,,,,,,,,,,,,2.aff,True
kanagawa,33,"{""en"":""Kanagawa Cyber Culvert"",""ja"":""神奈川電脳暗渠""}",0,PST,1,,1,True,rating=1;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=0.aff,normal-slot,Nitro,白鳥怜,,,,,,,,,,,0.aff,False
kanagawa,33,"{""en"":""Kanagawa Cyber Culvert"",""ja"":""神奈川電脳暗渠""}",1,PRS,5,,5,True,rating=5;hidden_until=none;chartDesigner=present;chartBodyBundled=false;chartPath=1.aff,normal-slot,Nitro,白鳥怜,,,,,,,,,,,1.aff,False
