packId,packOrder,nameLocalized,descriptionLocalized,section,packParent,isExtendPack,isActiveExtendPack,customBanner,smallPackImage,cutoutPackImage,assetPath,coverRole,variant,evidence,confidence
rei,11,en=Luminous Sky,"en=The skies of Arcaea brighten overhead.

Experience an intense story of light
as Hikari journeys into the realm of
the mind and memories, not knowing
of the ending that awaits her,
nor the anomaly that could be her salvation...;ja=頭上に燦めくArcaeaで編まれた空。

いまだ知り得ぬ終幕へと続く、光の記憶と
心の目覚めを巡る苛烈な旅に旅立ちましょう。

終焉の淵で待つアノマリー、はたしてそれは
彼女にとっての救いとなるか──？;ko=Arcaea의 하늘이 머리 위를 비춥니다

그녀를 기다리고 있는 알수없는 결말,
하지만 구원의 기회가 될 수 있는
그녀의 이상을 향해..

'히카리'와 함께 마음속에 있는,
추억과 감정이라는 강렬한 빛을 경험해보세요
신나고 어려운 곡들이 준비되어 있습니다;zh-Hans=Arcaea的天空在头顶闪闪发亮。

跟随已经踏入精神领域的光，
穿梭于情感与回忆之中，
体验那关于光明的紧张而又激烈的故事。
她并不知晓那正静待着她的结局，
也对那可能成为她的救赎的异象毫不知情……;zh-Hant=Arcaea的天空正在頭頂閃閃發光。

跟隨已經踏入精神領域的光，
穿梭于情感與回憶之中，
體驗那有關光明的緊張而又激烈的故事。
她並不知曉那正靜待她的結局，
也對那可能成為她的救贖的異象毫不知情……",mainstory,,,,,,,assets/songs/pack/1080_select_rei.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_rei.png,Confirmed
yugamu,12,en=Vicious Labyrinth,"en=A tide of sorrow sweeps over the world of Arcaea.

Experience Tairitsu's torments as she pursues
the deeper, twisted pasts that await
as well as a treacherous anomaly
that lies hidden...
Featuring intense, challenging songs;ja=アーケアの世界に、悲しみの波が広がる...

先に待ち受けているのは、危険な「アノマリー」。
対立が追求するその深く、ねじれた過去を体験せよ...

激しくも、挑戦的な楽曲をご用意しました;ko=아르케아의 세계에 슬픔의 물결이 몰아치고 있습니다..

타이리츠의 고통을 직면하게 된 이상현상 속에서
뒤틀린 과거의 슬픔을 더욱 깊이 경험해보세요.

혼돈 속에서 발견한 더욱 강렬하고 도전적인 악곡을 소개합니다. ;zh-Hans=哀伤的潮汐冲刷着Arcaea的世界。
跟随对立探索扭曲的尘封往事以及那潜伏的恶毒异象，
体验她所经历的苦难...

紧凑、挑战性极高的旋律将接踵而至。;zh-Hant=Arcaea的世界為憂傷所淹沒。
隨著對立探索扭曲的塵封往事以及潛伏的惡毒異象，
體驗她所經歷的苦難...

緊湊、充滿挑戰的旋律將接踵而來。",mainstory,,,,,,,assets/songs/pack/1080_select_yugamu.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_yugamu.png,Confirmed
core,13,en=Eternal Core,"en=Unlock the Eternal Core to access
Arcaea's Original Songs cache.

Experience a tale of Light and Conflict
as Tairitsu and Hikari find themselves
in a lost, broken world.;ja=オリジナル曲を開放する拡張パック
『エターナルコア』をアンロックし
アーケアの失われた世界で
『光』と『対立』が奏でる物語を
あなた自身の力で探求しよう！;ko=Arcaea의 부서져 잃어버린 세계에서
'Hikari'와 'Tairitsu'가 연주하는
'빛'과 '대립'의 이야기를 들어주세요.

Arcaea의 오리지널 음악이
Eternal Core에 수록되어 있습니다.;zh-Hans=解开永恒核心的封印，
探索Arcaea的宝贵原创乐曲。

你将与光和对立一同探索那失落的破碎世界
等待着你的将会是光芒与混沌的无尽纠缠。;zh-Hant=解開永恆核心的封印，
接受秘術之地Arcaea原創樂曲的洗禮。

你將與對立和光一同探索一個失落的破碎世界，
在充滿衝突的旅程往光明邁進。",mainstory,,,,,,,assets/songs/pack/1080_select_core.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_core.png,Confirmed
nihil,14,en=Absolute Nihil,"en=Reason is torn away, the sky darkens, rain falls.
With a quiet child to her side, she starts to believe
in pathetic fallacy. Here, Saya's story is left in ""nihil"".

5 songs signal a grim encounter. In this fierce and
hollow battle of ideals: recall your folly and fight on.
With ""Absolute Reason"" ownership, Saya can Awaken.;ja=敗れた信条、振り始める雨。
哀れな誤謬と無辜の子を傍らに、
女の行き先は虚無か、それとも……

5つの楽曲と新たなストーリーを収録。
パック『Absolute Reason』の所持で
サヤの覚醒が可能になります。;ko=찢겨나간 이성. 어두워지는 하늘. 쏟아지는 비.
곁을 지키는 조용한 소녀. 잘못된 믿음.
사야가 맞이할 이야기의 끝은, ""허무"".

불온한 조우를 알리는 다섯개의 악곡.
텅 빈 이상을 부딪히는 혈투.
스스로의 잘못을 다시 되새기며 싸워나아가라.
본 Pack과 ""Absolute Reason"" Pack 동시 보유자들은
사야를 각성할 수 있습니다!;zh-Hans=掠夺命运之时，雨滴倾泻，天空黯然。
文静的孩子跟随着她，而她成为了谬错的信徒。
至此，咲弥的故事仅剩「虚无」。

五首曲目与一次无情的会面：短兵相接，你自诩愚者；
但这场激烈而空洞的信仰之战仍将继续。
继《Absolute Reason》之后，你将觉醒。;zh-Hant=掠奪命運之時，雨滴傾瀉，天空黯然。
文靜的孩子跟隨著她，而她成為了謬錯的信徒。
至此，咲彌的故事僅剩「虛無」。

五首曲目與一次無情的會面：短兵相接，你自詡愚者；
但這場激烈而空洞的信仰之戰仍將繼續。
繼《Absolute Reason》之後，你將覺醒。",mainstory2,,,,True,,,assets/songs/pack/1080_select_nihil.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_nihil.png,Confirmed
eden,15,en=Lasting Eden,"en=Wrapped in the shroud of night,
her eyes tender to the faintest glimmer,
a lone girl wakes to a bitter gift.

Journey through dusk's embrace with Maya
and experience a dazzling voyage with 5
winners of the ""Imagining After"" Song Contest.;ja=夜の毛布に包まれて、
少女の双眸はきらめきに揺れる。
それは、いつかの惨影から。

楽曲コンテスト第3回
『Imagining After』、その入賞曲5つを収録。
追憶の夕暮れの中、マヤの道のりを見守ろう。;ko=밤의 장막에 싸여,
그 눈은 희미한 반짝임조차 거부하네.
잔인한 선물을 안고 깨어난 소녀여.

5개의 ""Imagining After"" 컨테스트 우승곡을 통해,
마야와 함께 눈부신 여정을 떠나보세요. ;zh-Hans=一望无际的深沉夜幕笼罩之下，
哪怕是一丝微弱的光亮也将刺痛她的眼睛；
少女独自醒来之时，残酷的苦痛便已加诸其身。

薄暮怀抱之下，五首Imagining After比赛的优胜曲目
将与你和摩耶一同踏上这段炫彩夺目的旅程。;zh-Hant=一望無際的深沈夜幕籠罩之下，
哪怕是一絲微弱的光亮也將刺痛她的眼睛；
少女獨自醒來之時，殘酷的苦痛便已加諸其身。

薄暮懷抱之下，五首Imagining After比賽的優勝曲目
將與你和摩耶一同踏上這段炫彩奪目的旅程。",mainstory2,,,,True,,,assets/songs/pack/1080_select_eden.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_eden.png,Confirmed
eden_append_1,16,en=Lasting Eden Chapter 2,"en=Winds cast away the dust of strife and tragedy,
and in this storm, a voice calls down:
Arcaea will change.

5 more songs from the ""Imagining After"" contest
await in this addition to the Lasting Eden Pack as
you come to find her, and rain begins to fall...;ja=かつての奮戦と悲劇、その名残さえ風は攫って。
嵐が来る、嵐が来る……Arcaeaは、改竄される。

楽曲コンテスト『Imagining After』より、
5つの楽曲がLasting Edenに追加！

……あなたは来た。そして今、雨は降る──。;ko=세차게 부는 바람이, 갈등과 비극의 모래를 날려보냅니다.
휘몰아치는 폭풍 사이로 들려오는 목소리가 전합니다.
아르케아가 변할 것이라고.

""Imagining After"" 컨테스트 우승곡 5개가 수록된
Lasting Eden 팩의 속편.
쏟아지는 비 사이로, 그녀를 찾아온 당신...;zh-Hans=风吹散了纷争与悲剧的尘埃，
于这场风暴之中，一个声音呼唤着：
Arcaea将会改变。

五首Imagining After大赛的优胜曲目等待着你。
她，也一样。天空落下了她的""眼泪""，
Lasting Eden的Pack Append之旅，缓缓启程……;zh-Hant=風吹散了紛爭與悲劇的塵埃，
於這場風暴之中，一個聲音呼喚著：
Arcaea將會改變。

五首Imagining After大賽的優勝曲目等待著你。
她，也一樣。天空落下了她的「眼淚」，
Lasting Eden的Pack Append之旅，緩緩啓程……",mainstory2,eden,,,,,,assets/songs/pack/1080/divider_eden_append_1.png,pack-ui,divider,assets/songs/packlist; assets/songs/pack/1080/divider_eden_append_1.png,Confirmed
eden_append_1,16,en=Lasting Eden Chapter 2,"en=Winds cast away the dust of strife and tragedy,
and in this storm, a voice calls down:
Arcaea will change.

5 more songs from the ""Imagining After"" contest
await in this addition to the Lasting Eden Pack as
you come to find her, and rain begins to fall...;ja=かつての奮戦と悲劇、その名残さえ風は攫って。
嵐が来る、嵐が来る……Arcaeaは、改竄される。

楽曲コンテスト『Imagining After』より、
5つの楽曲がLasting Edenに追加！

……あなたは来た。そして今、雨は降る──。;ko=세차게 부는 바람이, 갈등과 비극의 모래를 날려보냅니다.
휘몰아치는 폭풍 사이로 들려오는 목소리가 전합니다.
아르케아가 변할 것이라고.

""Imagining After"" 컨테스트 우승곡 5개가 수록된
Lasting Eden 팩의 속편.
쏟아지는 비 사이로, 그녀를 찾아온 당신...;zh-Hans=风吹散了纷争与悲剧的尘埃，
于这场风暴之中，一个声音呼唤着：
Arcaea将会改变。

五首Imagining After大赛的优胜曲目等待着你。
她，也一样。天空落下了她的""眼泪""，
Lasting Eden的Pack Append之旅，缓缓启程……;zh-Hant=風吹散了紛爭與悲劇的塵埃，
於這場風暴之中，一個聲音呼喚著：
Arcaea將會改變。

五首Imagining After大賽的優勝曲目等待著你。
她，也一樣。天空落下了她的「眼淚」，
Lasting Eden的Pack Append之旅，緩緩啓程……",mainstory2,eden,,,,,,assets/songs/pack/1080/overlay_eden_append_1.png,pack-ui,overlay,assets/songs/packlist; assets/songs/pack/1080/overlay_eden_append_1.png,Confirmed
eden_append_1,16,en=Lasting Eden Chapter 2,"en=Winds cast away the dust of strife and tragedy,
and in this storm, a voice calls down:
Arcaea will change.

5 more songs from the ""Imagining After"" contest
await in this addition to the Lasting Eden Pack as
you come to find her, and rain begins to fall...;ja=かつての奮戦と悲劇、その名残さえ風は攫って。
嵐が来る、嵐が来る……Arcaeaは、改竄される。

楽曲コンテスト『Imagining After』より、
5つの楽曲がLasting Edenに追加！

……あなたは来た。そして今、雨は降る──。;ko=세차게 부는 바람이, 갈등과 비극의 모래를 날려보냅니다.
휘몰아치는 폭풍 사이로 들려오는 목소리가 전합니다.
아르케아가 변할 것이라고.

""Imagining After"" 컨테스트 우승곡 5개가 수록된
Lasting Eden 팩의 속편.
쏟아지는 비 사이로, 그녀를 찾아온 당신...;zh-Hans=风吹散了纷争与悲剧的尘埃，
于这场风暴之中，一个声音呼唤着：
Arcaea将会改变。

五首Imagining After大赛的优胜曲目等待着你。
她，也一样。天空落下了她的""眼泪""，
Lasting Eden的Pack Append之旅，缓缓启程……;zh-Hant=風吹散了紛爭與悲劇的塵埃，
於這場風暴之中，一個聲音呼喚著：
Arcaea將會改變。

五首Imagining After大賽的優勝曲目等待著你。
她，也一樣。天空落下了她的「眼淚」，
Lasting Eden的Pack Append之旅，緩緩啓程……",mainstory2,eden,,,,,,assets/songs/pack/1080/select_eden_append_1-pressed.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_eden_append_1-pressed.png,Confirmed
eden_append_1,16,en=Lasting Eden Chapter 2,"en=Winds cast away the dust of strife and tragedy,
and in this storm, a voice calls down:
Arcaea will change.

5 more songs from the ""Imagining After"" contest
await in this addition to the Lasting Eden Pack as
you come to find her, and rain begins to fall...;ja=かつての奮戦と悲劇、その名残さえ風は攫って。
嵐が来る、嵐が来る……Arcaeaは、改竄される。

楽曲コンテスト『Imagining After』より、
5つの楽曲がLasting Edenに追加！

……あなたは来た。そして今、雨は降る──。;ko=세차게 부는 바람이, 갈등과 비극의 모래를 날려보냅니다.
휘몰아치는 폭풍 사이로 들려오는 목소리가 전합니다.
아르케아가 변할 것이라고.

""Imagining After"" 컨테스트 우승곡 5개가 수록된
Lasting Eden 팩의 속편.
쏟아지는 비 사이로, 그녀를 찾아온 당신...;zh-Hans=风吹散了纷争与悲剧的尘埃，
于这场风暴之中，一个声音呼唤着：
Arcaea将会改变。

五首Imagining After大赛的优胜曲目等待着你。
她，也一样。天空落下了她的""眼泪""，
Lasting Eden的Pack Append之旅，缓缓启程……;zh-Hant=風吹散了紛爭與悲劇的塵埃，
於這場風暴之中，一個聲音呼喚著：
Arcaea將會改變。

五首Imagining After大賽的優勝曲目等待著你。
她，也一樣。天空落下了她的「眼淚」，
Lasting Eden的Pack Append之旅，緩緩啓程……",mainstory2,eden,,,,,,assets/songs/pack/1080/select_eden_append_1.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_eden_append_1.png,Confirmed
eden_append_2,17,en=Shifting Veil,"en=Not a single soul could have predicted this truth.
The truth is what befell.
What it entails yet remains shrouded.

Find 3 more songs in this addition to
Lasting Eden, all winning entries of
the ""Imagining After"" Song Contest.;ja=誰も予期などしなかった。誰も防げはしなかった。
ただ、降り掛かった現実だけが真実で。

──待つモノは、ただ、未知数。

『Lasting Eden』に加わる新たな音色、
『Imagining After』の入賞曲3つが追加。;ko=그 누구도 예상하지 못했던 진실이 불러올 파동은
아직 장막의 너머에...

Lasting Eden의 Pack Append로, ""Imagining After""
컨테스트 우승곡 3개가 찾아옵니다. ;zh-Hans=此般真相，无人能料。
降临于此的，便是真相。
但真相昭示着的，仍为未知。

Imagining After大赛的另三首优胜曲目，
现已加入Lasting Eden。;zh-Hant=此般真相，無人能料。
降臨於此的，便是真相。
但真相昭示著的，仍為未知。

Imagining After大賽的另三首優勝曲目，
現已加入Lasting Eden。",mainstory2,eden,,,,,,assets/songs/pack/1080/divider_eden_append_2.png,pack-ui,divider,assets/songs/packlist; assets/songs/pack/1080/divider_eden_append_2.png,Confirmed
eden_append_2,17,en=Shifting Veil,"en=Not a single soul could have predicted this truth.
The truth is what befell.
What it entails yet remains shrouded.

Find 3 more songs in this addition to
Lasting Eden, all winning entries of
the ""Imagining After"" Song Contest.;ja=誰も予期などしなかった。誰も防げはしなかった。
ただ、降り掛かった現実だけが真実で。

──待つモノは、ただ、未知数。

『Lasting Eden』に加わる新たな音色、
『Imagining After』の入賞曲3つが追加。;ko=그 누구도 예상하지 못했던 진실이 불러올 파동은
아직 장막의 너머에...

Lasting Eden의 Pack Append로, ""Imagining After""
컨테스트 우승곡 3개가 찾아옵니다. ;zh-Hans=此般真相，无人能料。
降临于此的，便是真相。
但真相昭示着的，仍为未知。

Imagining After大赛的另三首优胜曲目，
现已加入Lasting Eden。;zh-Hant=此般真相，無人能料。
降臨於此的，便是真相。
但真相昭示著的，仍為未知。

Imagining After大賽的另三首優勝曲目，
現已加入Lasting Eden。",mainstory2,eden,,,,,,assets/songs/pack/1080/overlay_eden_append_2.png,pack-ui,overlay,assets/songs/packlist; assets/songs/pack/1080/overlay_eden_append_2.png,Confirmed
eden_append_2,17,en=Shifting Veil,"en=Not a single soul could have predicted this truth.
The truth is what befell.
What it entails yet remains shrouded.

Find 3 more songs in this addition to
Lasting Eden, all winning entries of
the ""Imagining After"" Song Contest.;ja=誰も予期などしなかった。誰も防げはしなかった。
ただ、降り掛かった現実だけが真実で。

──待つモノは、ただ、未知数。

『Lasting Eden』に加わる新たな音色、
『Imagining After』の入賞曲3つが追加。;ko=그 누구도 예상하지 못했던 진실이 불러올 파동은
아직 장막의 너머에...

Lasting Eden의 Pack Append로, ""Imagining After""
컨테스트 우승곡 3개가 찾아옵니다. ;zh-Hans=此般真相，无人能料。
降临于此的，便是真相。
但真相昭示着的，仍为未知。

Imagining After大赛的另三首优胜曲目，
现已加入Lasting Eden。;zh-Hant=此般真相，無人能料。
降臨於此的，便是真相。
但真相昭示著的，仍為未知。

Imagining After大賽的另三首優勝曲目，
現已加入Lasting Eden。",mainstory2,eden,,,,,,assets/songs/pack/1080/select_eden_append_2-pressed.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_eden_append_2-pressed.png,Confirmed
eden_append_2,17,en=Shifting Veil,"en=Not a single soul could have predicted this truth.
The truth is what befell.
What it entails yet remains shrouded.

Find 3 more songs in this addition to
Lasting Eden, all winning entries of
the ""Imagining After"" Song Contest.;ja=誰も予期などしなかった。誰も防げはしなかった。
ただ、降り掛かった現実だけが真実で。

──待つモノは、ただ、未知数。

『Lasting Eden』に加わる新たな音色、
『Imagining After』の入賞曲3つが追加。;ko=그 누구도 예상하지 못했던 진실이 불러올 파동은
아직 장막의 너머에...

Lasting Eden의 Pack Append로, ""Imagining After""
컨테스트 우승곡 3개가 찾아옵니다. ;zh-Hans=此般真相，无人能料。
降临于此的，便是真相。
但真相昭示着的，仍为未知。

Imagining After大赛的另三首优胜曲目，
现已加入Lasting Eden。;zh-Hant=此般真相，無人能料。
降臨於此的，便是真相。
但真相昭示著的，仍為未知。

Imagining After大賽的另三首優勝曲目，
現已加入Lasting Eden。",mainstory2,eden,,,,,,assets/songs/pack/1080/select_eden_append_2.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_eden_append_2.png,Confirmed
megarex,18,en=MEGAREX,"en=The future waits no longer.

Glide toward horizons untouched by yesterday
with 4 songs from MEGAREX, and 1 new original!

Crossing between day and night, Shirahime (Flow)
too shines into view!;ja=未来の背中はもう見えている。
影すら千切って、地平の先へと駆け抜けろ！

MEGAREXから4つの名曲に加え、
コラボオリジナル楽曲1つを収録。
朝と夜の境界に輝く、『白姫 (Flow)』も登場！;ko=미래는 이미 시작되었습니다.

MEGAREX에서 넘어온 4개의 악곡,
그리고 1개의 오리지널 악곡과 함께
과거를 뒤로하고 지평선을 향해 나아가세요.

낮과 밤 사이를 건너, 시라히메 (Flow)가 등장합니다!;zh-Hans=未来已来。

穿越昨日不曾触及的地平线，
与来自MEGAREX的四首曲目及
一首全新原创单曲会面。

跨越白天与黑夜，白姬 (Flow) 闪亮登场！;zh-Hant=未來已來。

穿越昨日不曾觸及的地平線，
與來自MEGAREX的四首曲目及
一首全新原創單曲會面。

跨越白天與黑夜，白姬 (Flow) 閃亮登場！",collab,,,,True,,,assets/songs/pack/1080_select_megarex.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_megarex.png,Confirmed
anima,19,en=Extant Anima,"en=Get to that distant star!

Five songs from the ""Coalescence"" Song Contest
are calling out to you from the horizon.

Join Nonoka on her journey through space
filled with brilliant lights and sounds!;ja=楽曲コンテスト第4回『Coalescence』より、
5つの入賞曲が登場──いま、呼び声が聞こえる。

美しい光と音に満ちた宇宙の旅へ、
『ノノカ』と共に、いざ出発！

───さあ、遥かなる『光』をめざして！;ko=저 머나먼 별을 향해!

무한의 저편에서 5개의 악곡 콘테스트
""Coalescence"" 수상곡들이 손짓합니다.

노노카와 함께 눈부신 빛과 소리로 가득 찬 우주로
여행을 떠나보세요!;zh-Hans=向那遥远的星辰进发！

「Coalescence」歌曲竞赛的五首
动听歌曲正在水平线远处呼唤着。

在璀璨光影和动听乐声中，
和野乃香一起踏上她的太空之旅吧！;zh-Hant=向那遙遠的星辰進發！

「Coalescence」歌曲競賽的五首
動聽歌曲正在水平線遠處呼喚着。

在璀璨光影和動聽樂聲中，
和野乃香一起踏上她的太空之旅吧！",sidestory,,,,True,,,assets/songs/pack/1080_select_anima.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_anima.png,Confirmed
anima_append_1,20,en=Chapter Experientia,"en=It came to you because you opened your hand.
Open your eyes, and ears, to the blissful sound
of universal collapse.

5 more songs from the ""Coalescence"" contest
have arrived from the depths of the bluest heart, and
await now in this addition to the Extant Anima Pack.;ja=手を開いたあなたに来たあなたに手を開いた
来たりて開け、その眼球、その耳朶を、
宇宙と万象が崩れるその福音に向けて。

楽曲コンテスト『Coalescence』、
大いなる青の奥底から、さらなる入賞曲。
新たに5つがExtant Animaパックに登場。;ko=손을 펼쳐 뻗었기 때문에,
빛이 너를 찾아온 거야.
눈과 귀도 열어보지 않을래?
우주가 무너지는 행복에 겨운 소리를 들어봐.

""Coalescence"" 콘테스트 수상곡 5개가
Extant Anima Pack의 추가 곡으로서
푸른 심장 깊숙한 곳으로부터 찾아왔습니다.;zh-Hans=它来了，因你张开了双臂。
睁开双眼，竖起双耳，
你将聆听宇宙崩坏时美妙的声响。

自最深的蓝中，最深的心底，「Coalescence」大赛
的另外五首优胜曲也已来临。《Extant Anima》曲包
终于迎来了它的续篇。;zh-Hant=它來了，因你張開了雙臂。
睜開雙眼，豎起雙耳，
你將聆聽宇宙崩壞時美妙的聲響。

自最深的藍中，最深的心底，「Coalescence」大賽
的另外五首優勝曲也已來臨。 《Extant Anima》曲包
終於迎來了它的续篇。",sidestory,anima,,,,,,assets/songs/pack/1080/divider_anima_append_1.png,pack-ui,divider,assets/songs/packlist; assets/songs/pack/1080/divider_anima_append_1.png,Confirmed
anima_append_1,20,en=Chapter Experientia,"en=It came to you because you opened your hand.
Open your eyes, and ears, to the blissful sound
of universal collapse.

5 more songs from the ""Coalescence"" contest
have arrived from the depths of the bluest heart, and
await now in this addition to the Extant Anima Pack.;ja=手を開いたあなたに来たあなたに手を開いた
来たりて開け、その眼球、その耳朶を、
宇宙と万象が崩れるその福音に向けて。

楽曲コンテスト『Coalescence』、
大いなる青の奥底から、さらなる入賞曲。
新たに5つがExtant Animaパックに登場。;ko=손을 펼쳐 뻗었기 때문에,
빛이 너를 찾아온 거야.
눈과 귀도 열어보지 않을래?
우주가 무너지는 행복에 겨운 소리를 들어봐.

""Coalescence"" 콘테스트 수상곡 5개가
Extant Anima Pack의 추가 곡으로서
푸른 심장 깊숙한 곳으로부터 찾아왔습니다.;zh-Hans=它来了，因你张开了双臂。
睁开双眼，竖起双耳，
你将聆听宇宙崩坏时美妙的声响。

自最深的蓝中，最深的心底，「Coalescence」大赛
的另外五首优胜曲也已来临。《Extant Anima》曲包
终于迎来了它的续篇。;zh-Hant=它來了，因你張開了雙臂。
睜開雙眼，豎起雙耳，
你將聆聽宇宙崩壞時美妙的聲響。

自最深的藍中，最深的心底，「Coalescence」大賽
的另外五首優勝曲也已來臨。 《Extant Anima》曲包
終於迎來了它的续篇。",sidestory,anima,,,,,,assets/songs/pack/1080/overlay_anima_append_1.png,pack-ui,overlay,assets/songs/packlist; assets/songs/pack/1080/overlay_anima_append_1.png,Confirmed
anima_append_1,20,en=Chapter Experientia,"en=It came to you because you opened your hand.
Open your eyes, and ears, to the blissful sound
of universal collapse.

5 more songs from the ""Coalescence"" contest
have arrived from the depths of the bluest heart, and
await now in this addition to the Extant Anima Pack.;ja=手を開いたあなたに来たあなたに手を開いた
来たりて開け、その眼球、その耳朶を、
宇宙と万象が崩れるその福音に向けて。

楽曲コンテスト『Coalescence』、
大いなる青の奥底から、さらなる入賞曲。
新たに5つがExtant Animaパックに登場。;ko=손을 펼쳐 뻗었기 때문에,
빛이 너를 찾아온 거야.
눈과 귀도 열어보지 않을래?
우주가 무너지는 행복에 겨운 소리를 들어봐.

""Coalescence"" 콘테스트 수상곡 5개가
Extant Anima Pack의 추가 곡으로서
푸른 심장 깊숙한 곳으로부터 찾아왔습니다.;zh-Hans=它来了，因你张开了双臂。
睁开双眼，竖起双耳，
你将聆听宇宙崩坏时美妙的声响。

自最深的蓝中，最深的心底，「Coalescence」大赛
的另外五首优胜曲也已来临。《Extant Anima》曲包
终于迎来了它的续篇。;zh-Hant=它來了，因你張開了雙臂。
睜開雙眼，豎起雙耳，
你將聆聽宇宙崩壞時美妙的聲響。

自最深的藍中，最深的心底，「Coalescence」大賽
的另外五首優勝曲也已來臨。 《Extant Anima》曲包
終於迎來了它的续篇。",sidestory,anima,,,,,,assets/songs/pack/1080/select_anima_append_1-pressed.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_anima_append_1-pressed.png,Confirmed
anima_append_1,20,en=Chapter Experientia,"en=It came to you because you opened your hand.
Open your eyes, and ears, to the blissful sound
of universal collapse.

5 more songs from the ""Coalescence"" contest
have arrived from the depths of the bluest heart, and
await now in this addition to the Extant Anima Pack.;ja=手を開いたあなたに来たあなたに手を開いた
来たりて開け、その眼球、その耳朶を、
宇宙と万象が崩れるその福音に向けて。

楽曲コンテスト『Coalescence』、
大いなる青の奥底から、さらなる入賞曲。
新たに5つがExtant Animaパックに登場。;ko=손을 펼쳐 뻗었기 때문에,
빛이 너를 찾아온 거야.
눈과 귀도 열어보지 않을래?
우주가 무너지는 행복에 겨운 소리를 들어봐.

""Coalescence"" 콘테스트 수상곡 5개가
Extant Anima Pack의 추가 곡으로서
푸른 심장 깊숙한 곳으로부터 찾아왔습니다.;zh-Hans=它来了，因你张开了双臂。
睁开双眼，竖起双耳，
你将聆听宇宙崩坏时美妙的声响。

自最深的蓝中，最深的心底，「Coalescence」大赛
的另外五首优胜曲也已来临。《Extant Anima》曲包
终于迎来了它的续篇。;zh-Hant=它來了，因你張開了雙臂。
睜開雙眼，豎起雙耳，
你將聆聽宇宙崩壞時美妙的聲響。

自最深的藍中，最深的心底，「Coalescence」大賽
的另外五首優勝曲也已來臨。 《Extant Anima》曲包
終於迎來了它的续篇。",sidestory,anima,,,,,,assets/songs/pack/1080/select_anima_append_1.png,pack-ui,select-state,assets/songs/packlist; assets/songs/pack/1080/select_anima_append_1.png,Confirmed
observer,21,en=Esoteric Order,"en=A girl stands, alone, at the
very ends of the Arcaea world,
beyond what anyone else has seen...

Featuring Lagrange and Charon,
this pack includes six winners
of the Arcaea Song Contest 2020!;ja=世界の果て、前人未踏のその場所で、
佇む少女が、ただひとり。

ラグランジュとカロンをテーマに、
Arcaea楽曲コンテスト2020より、
本楽曲パックでは6つの受賞曲を収録！;ko=한 소녀가
그 누구도 보지 못한
아르케아의 끄트머리에 홀로 서 있습니다...

Arcaea 악곡 콘테스트 2020 우승자 여섯 명의 악곡을
라그랑주, 카론과 함께 즐겨보세요!;zh-Hans=一名少女，
在所有人都看不见的地方，
孤零零地站在Arcaea世界的尽头……

与拉格兰和卡戎一起，
享受《韵律源点2020年歌曲竞赛》
带来的六首优胜作品吧！;zh-Hant=一名少女，
在所有人都看不見的地方，
孤零零地站在Arcaea世界的盡頭……

與拉格蘭和凱倫一起，
享受《韻律源點2020年歌曲競賽》
帶來的六首優勝作品吧！",sidestory,,,,True,,,assets/songs/pack/1080_select_observer.png,pack-cover,main-select,assets/songs/packlist; assets/songs/pack/1080_select_observer.png,Confirmed
observer_append_1,22,en=Pale Tapestry,"en=The tapestry extends, far, far
into the distance, until...

Discover three additional songs
in this addition to Esoteric Order,
all winners of the Arcaea Song Contest 2020!;ja=彼方を超えて広がる、世界という織物。
遠く遠く、その果ては──。

Esoteric Orderに加わる、
Arcaea楽曲コンテスト2020受賞曲、
3つの新曲を目撃せよ！;ko=태피스트리가 멀리,
아주 먼 곳까지 이어지는데...
이번 Esoteric Order 팩 속에
3가지 추가 악곡을 만나보세요.
아르케아 송 콘테스트 2020의 우승작입니다!;zh-Hans=美丽的织锦向外延伸，
越来越远，直到那之后……

在“Esoteric Order”的附加篇章中，
体验《韵律源点2020年歌曲竞赛》的
另外三首优胜作品！;zh-Hant=美麗的織錦向外延伸，
越來越遠，直到那之後……

在“Esoteric Order”的附加篇章中，
體驗《韻律源點2020年歌曲競賽》的
另外三首優勝作品！",sidestory,observer,,,,,,assets/songs/pack/1080/divider_observer_append_1.png,pack-ui,divider,assets/songs/packlist; assets/songs/pack/1080/divider_observer_append_1.png,Confirmed
